"Market","Season","Date","Bales","Total"
"US_Average","2013/2014",2014-06-25,"Cumulative",1301704
"US_Average","2013/2014",2014-06-25,"Daily",0
"US_Average","2013/2014",2014-06-24,"Cumulative",1301704
"US_Average","2013/2014",2014-06-24,"Daily",0
"US_Average","2013/2014",2014-06-23,"Cumulative",1301704
"US_Average","2013/2014",2014-06-23,"Daily",82
"US_Average","2013/2014",2014-06-20,"Cumulative",1301622
"US_Average","2013/2014",2014-06-20,"Daily",0
"US_Average","2013/2014",2014-06-19,"Cumulative",1301622
"US_Average","2013/2014",2014-06-19,"Daily",250
"US_Average","2013/2014",2014-06-18,"Cumulative",1301372
"US_Average","2013/2014",2014-06-18,"Daily",0
"US_Average","2013/2014",2014-06-17,"Cumulative",1301372
"US_Average","2013/2014",2014-06-17,"Daily",0
"US_Average","2013/2014",2014-06-16,"Cumulative",1301372
"US_Average","2013/2014",2014-06-16,"Daily",0
"US_Average","2013/2014",2014-06-13,"Cumulative",1301372
"US_Average","2013/2014",2014-06-13,"Daily",160
"US_Average","2013/2014",2014-06-12,"Cumulative",1301212
"US_Average","2013/2014",2014-06-12,"Daily",12
"US_Average","2013/2014",2014-06-11,"Cumulative",1301200
"US_Average","2013/2014",2014-06-11,"Daily",0
"US_Average","2013/2014",2014-06-10,"Cumulative",1301200
"US_Average","2013/2014",2014-06-10,"Daily",0
"US_Average","2013/2014",2014-06-09,"Cumulative",1301200
"US_Average","2013/2014",2014-06-09,"Daily",3500
"US_Average","2013/2014",2014-06-06,"Cumulative",1297700
"US_Average","2013/2014",2014-06-06,"Daily",1222
"US_Average","2013/2014",2014-06-05,"Cumulative",1296478
"US_Average","2013/2014",2014-06-05,"Daily",440
"US_Average","2013/2014",2014-06-04,"Cumulative",1296038
"US_Average","2013/2014",2014-06-04,"Daily",0
"US_Average","2013/2014",2014-06-03,"Cumulative",1296038
"US_Average","2013/2014",2014-06-03,"Daily",1894
"US_Average","2013/2014",2014-06-02,"Cumulative",1294144
"US_Average","2013/2014",2014-06-02,"Daily",0
"US_Average","2013/2014",2014-05-30,"Cumulative",1294144
"US_Average","2013/2014",2014-05-30,"Daily",68
"US_Average","2013/2014",2014-05-29,"Cumulative",1294076
"US_Average","2013/2014",2014-05-29,"Daily",0
"US_Average","2013/2014",2014-05-28,"Cumulative",1294076
"US_Average","2013/2014",2014-05-28,"Daily",0
"US_Average","2013/2014",2014-05-27,"Cumulative",1294076
"US_Average","2013/2014",2014-05-27,"Daily",1936
"US_Average","2013/2014",2014-05-23,"Cumulative",1292140
"US_Average","2013/2014",2014-05-23,"Daily",787
"US_Average","2013/2014",2014-05-22,"Cumulative",1291353
"US_Average","2013/2014",2014-05-22,"Daily",5645
"US_Average","2013/2014",2014-05-21,"Cumulative",1285708
"US_Average","2013/2014",2014-05-21,"Daily",2126
"US_Average","2013/2014",2014-05-20,"Cumulative",1283582
"US_Average","2013/2014",2014-05-20,"Daily",251
"US_Average","2013/2014",2014-05-19,"Cumulative",1283331
"US_Average","2013/2014",2014-05-19,"Daily",1377
"US_Average","2013/2014",2014-05-16,"Cumulative",1281954
"US_Average","2013/2014",2014-05-16,"Daily",0
"US_Average","2013/2014",2014-05-15,"Cumulative",1281954
"US_Average","2013/2014",2014-05-15,"Daily",789
"US_Average","2013/2014",2014-05-14,"Cumulative",1281165
"US_Average","2013/2014",2014-05-14,"Daily",649
"US_Average","2013/2014",2014-05-13,"Cumulative",1280516
"US_Average","2013/2014",2014-05-13,"Daily",1762
"US_Average","2013/2014",2014-05-12,"Cumulative",1278754
"US_Average","2013/2014",2014-05-12,"Daily",0
"US_Average","2013/2014",2014-05-09,"Cumulative",1278754
"US_Average","2013/2014",2014-05-09,"Daily",1943
"US_Average","2013/2014",2014-05-08,"Cumulative",1276811
"US_Average","2013/2014",2014-05-08,"Daily",1858
"US_Average","2013/2014",2014-05-07,"Cumulative",1274953
"US_Average","2013/2014",2014-05-07,"Daily",1357
"US_Average","2013/2014",2014-05-06,"Cumulative",1273596
"US_Average","2013/2014",2014-05-06,"Daily",1629
"US_Average","2013/2014",2014-05-05,"Cumulative",1271967
"US_Average","2013/2014",2014-05-05,"Daily",643
"US_Average","2013/2014",2014-05-02,"Cumulative",1271324
"US_Average","2013/2014",2014-05-02,"Daily",1521
"US_Average","2013/2014",2014-05-01,"Cumulative",1269803
"US_Average","2013/2014",2014-05-01,"Daily",537
"US_Average","2013/2014",2014-04-30,"Cumulative",1269266
"US_Average","2013/2014",2014-04-30,"Daily",3296
"US_Average","2013/2014",2014-04-29,"Cumulative",1265970
"US_Average","2013/2014",2014-04-29,"Daily",2674
"US_Average","2013/2014",2014-04-28,"Cumulative",1263296
"US_Average","2013/2014",2014-04-28,"Daily",865
"US_Average","2013/2014",2014-04-25,"Cumulative",1262431
"US_Average","2013/2014",2014-04-25,"Daily",1892
"US_Average","2013/2014",2014-04-24,"Cumulative",1260539
"US_Average","2013/2014",2014-04-24,"Daily",227
"US_Average","2013/2014",2014-04-23,"Cumulative",1260312
"US_Average","2013/2014",2014-04-23,"Daily",0
"US_Average","2013/2014",2014-04-22,"Cumulative",1260312
"US_Average","2013/2014",2014-04-22,"Daily",1873
"US_Average","2013/2014",2014-04-21,"Cumulative",1258439
"US_Average","2013/2014",2014-04-21,"Daily",0
"US_Average","2013/2014",2014-04-17,"Cumulative",1258439
"US_Average","2013/2014",2014-04-17,"Daily",781
"US_Average","2013/2014",2014-04-16,"Cumulative",1257658
"US_Average","2013/2014",2014-04-16,"Daily",1632
"US_Average","2013/2014",2014-04-15,"Cumulative",1256026
"US_Average","2013/2014",2014-04-15,"Daily",90
"US_Average","2013/2014",2014-04-14,"Cumulative",1255936
"US_Average","2013/2014",2014-04-14,"Daily",1584
"US_Average","2013/2014",2014-04-11,"Cumulative",1254352
"US_Average","2013/2014",2014-04-11,"Daily",1
"US_Average","2013/2014",2014-04-10,"Cumulative",1254351
"US_Average","2013/2014",2014-04-10,"Daily",4939
"US_Average","2013/2014",2014-04-09,"Cumulative",1249412
"US_Average","2013/2014",2014-04-09,"Daily",427
"US_Average","2013/2014",2014-04-08,"Cumulative",1248985
"US_Average","2013/2014",2014-04-08,"Daily",403
"US_Average","2013/2014",2014-04-07,"Cumulative",1248582
"US_Average","2013/2014",2014-04-07,"Daily",56
"US_Average","2013/2014",2014-04-04,"Cumulative",1248526
"US_Average","2013/2014",2014-04-04,"Daily",0
"US_Average","2013/2014",2014-04-03,"Cumulative",1248526
"US_Average","2013/2014",2014-04-03,"Daily",673
"US_Average","2013/2014",2014-04-02,"Cumulative",1247853
"US_Average","2013/2014",2014-04-02,"Daily",76
"US_Average","2013/2014",2014-04-01,"Cumulative",1247777
"US_Average","2013/2014",2014-04-01,"Daily",518
"US_Average","2013/2014",2014-03-31,"Cumulative",1247259
"US_Average","2013/2014",2014-03-31,"Daily",1284
"US_Average","2013/2014",2014-03-28,"Cumulative",1245975
"US_Average","2013/2014",2014-03-28,"Daily",3354
"US_Average","2013/2014",2014-03-27,"Cumulative",1242621
"US_Average","2013/2014",2014-03-27,"Daily",1
"US_Average","2013/2014",2014-03-26,"Cumulative",1242620
"US_Average","2013/2014",2014-03-26,"Daily",462
"US_Average","2013/2014",2014-03-25,"Cumulative",1242158
"US_Average","2013/2014",2014-03-25,"Daily",745
"US_Average","2013/2014",2014-03-24,"Cumulative",1241413
"US_Average","2013/2014",2014-03-24,"Daily",1284
"US_Average","2013/2014",2014-03-21,"Cumulative",1240129
"US_Average","2013/2014",2014-03-21,"Daily",1237
"US_Average","2013/2014",2014-03-20,"Cumulative",1238892
"US_Average","2013/2014",2014-03-20,"Daily",1410
"US_Average","2013/2014",2014-03-19,"Cumulative",1237482
"US_Average","2013/2014",2014-03-19,"Daily",1234
"US_Average","2013/2014",2014-03-18,"Cumulative",1236248
"US_Average","2013/2014",2014-03-18,"Daily",2693
"US_Average","2013/2014",2014-03-17,"Cumulative",1233555
"US_Average","2013/2014",2014-03-17,"Daily",1487
"US_Average","2013/2014",2014-03-14,"Cumulative",1232068
"US_Average","2013/2014",2014-03-14,"Daily",72
"US_Average","2013/2014",2014-03-13,"Cumulative",1231996
"US_Average","2013/2014",2014-03-13,"Daily",1019
"US_Average","2013/2014",2014-03-12,"Cumulative",1230977
"US_Average","2013/2014",2014-03-12,"Daily",1002
"US_Average","2013/2014",2014-03-11,"Cumulative",1229975
"US_Average","2013/2014",2014-03-11,"Daily",1106
"US_Average","2013/2014",2014-03-10,"Cumulative",1228869
"US_Average","2013/2014",2014-03-10,"Daily",6745
"US_Average","2013/2014",2014-03-07,"Cumulative",1222124
"US_Average","2013/2014",2014-03-07,"Daily",16530
"US_Average","2013/2014",2014-03-06,"Cumulative",1205594
"US_Average","2013/2014",2014-03-06,"Daily",6915
"US_Average","2013/2014",2014-03-05,"Cumulative",1198679
"US_Average","2013/2014",2014-03-05,"Daily",4585
"US_Average","2013/2014",2014-03-04,"Cumulative",1194094
"US_Average","2013/2014",2014-03-04,"Daily",2440
"US_Average","2013/2014",2014-03-03,"Cumulative",1191654
"US_Average","2013/2014",2014-03-03,"Daily",1214
"US_Average","2013/2014",2014-02-28,"Cumulative",1190440
"US_Average","2013/2014",2014-02-28,"Daily",1345
"US_Average","2013/2014",2014-02-27,"Cumulative",1189095
"US_Average","2013/2014",2014-02-27,"Daily",5625
"US_Average","2013/2014",2014-02-26,"Cumulative",1183470
"US_Average","2013/2014",2014-02-26,"Daily",4645
"US_Average","2013/2014",2014-02-25,"Cumulative",1178825
"US_Average","2013/2014",2014-02-25,"Daily",2988
"US_Average","2013/2014",2014-02-24,"Cumulative",1175837
"US_Average","2013/2014",2014-02-24,"Daily",6802
"US_Average","2013/2014",2014-02-21,"Cumulative",1169035
"US_Average","2013/2014",2014-02-21,"Daily",2299
"US_Average","2013/2014",2014-02-20,"Cumulative",1166736
"US_Average","2013/2014",2014-02-20,"Daily",3263
"US_Average","2013/2014",2014-02-19,"Cumulative",1163473
"US_Average","2013/2014",2014-02-19,"Daily",6918
"US_Average","2013/2014",2014-02-18,"Cumulative",1156555
"US_Average","2013/2014",2014-02-18,"Daily",15624
"US_Average","2013/2014",2014-02-14,"Cumulative",1140931
"US_Average","2013/2014",2014-02-14,"Daily",2783
"US_Average","2013/2014",2014-02-13,"Cumulative",1138148
"US_Average","2013/2014",2014-02-13,"Daily",9311
"US_Average","2013/2014",2014-02-12,"Cumulative",1128837
"US_Average","2013/2014",2014-02-12,"Daily",20786
"US_Average","2013/2014",2014-02-11,"Cumulative",1108051
"US_Average","2013/2014",2014-02-11,"Daily",4849
"US_Average","2013/2014",2014-02-10,"Cumulative",1103202
"US_Average","2013/2014",2014-02-10,"Daily",19186
"US_Average","2013/2014",2014-02-07,"Cumulative",1084016
"US_Average","2013/2014",2014-02-07,"Daily",10022
"US_Average","2013/2014",2014-02-06,"Cumulative",1073994
"US_Average","2013/2014",2014-02-06,"Daily",5462
"US_Average","2013/2014",2014-02-05,"Cumulative",1068532
"US_Average","2013/2014",2014-02-05,"Daily",10982
"US_Average","2013/2014",2014-02-04,"Cumulative",1057550
"US_Average","2013/2014",2014-02-04,"Daily",4565
"US_Average","2013/2014",2014-02-03,"Cumulative",1052985
"US_Average","2013/2014",2014-02-03,"Daily",3208
"US_Average","2013/2014",2014-01-31,"Cumulative",1049777
"US_Average","2013/2014",2014-01-31,"Daily",11462
"US_Average","2013/2014",2014-01-30,"Cumulative",1038315
"US_Average","2013/2014",2014-01-30,"Daily",16836
"US_Average","2013/2014",2014-01-29,"Cumulative",1021479
"US_Average","2013/2014",2014-01-29,"Daily",6980
"US_Average","2013/2014",2014-01-28,"Cumulative",1014499
"US_Average","2013/2014",2014-01-28,"Daily",3733
"US_Average","2013/2014",2014-01-27,"Cumulative",1010766
"US_Average","2013/2014",2014-01-27,"Daily",5280
"US_Average","2013/2014",2014-01-24,"Cumulative",1005486
"US_Average","2013/2014",2014-01-24,"Daily",9018
"US_Average","2013/2014",2014-01-23,"Cumulative",996468
"US_Average","2013/2014",2014-01-23,"Daily",9292
"US_Average","2013/2014",2014-01-22,"Cumulative",987176
"US_Average","2013/2014",2014-01-22,"Daily",9762
"US_Average","2013/2014",2014-01-21,"Cumulative",977414
"US_Average","2013/2014",2014-01-21,"Daily",14894
"US_Average","2013/2014",2014-01-17,"Cumulative",962520
"US_Average","2013/2014",2014-01-17,"Daily",40131
"US_Average","2013/2014",2014-01-16,"Cumulative",922389
"US_Average","2013/2014",2014-01-16,"Daily",64477
"US_Average","2013/2014",2014-01-15,"Cumulative",857912
"US_Average","2013/2014",2014-01-15,"Daily",21901
"US_Average","2013/2014",2014-01-14,"Cumulative",836011
"US_Average","2013/2014",2014-01-14,"Daily",28143
"US_Average","2013/2014",2014-01-13,"Cumulative",807868
"US_Average","2013/2014",2014-01-13,"Daily",13665
"US_Average","2013/2014",2014-01-10,"Cumulative",794203
"US_Average","2013/2014",2014-01-10,"Daily",11664
"US_Average","2013/2014",2014-01-09,"Cumulative",782539
"US_Average","2013/2014",2014-01-09,"Daily",13610
"US_Average","2013/2014",2014-01-08,"Cumulative",768929
"US_Average","2013/2014",2014-01-08,"Daily",14220
"US_Average","2013/2014",2014-01-07,"Cumulative",754709
"US_Average","2013/2014",2014-01-07,"Daily",19147
"US_Average","2013/2014",2014-01-06,"Cumulative",735562
"US_Average","2013/2014",2014-01-06,"Daily",9176
"US_Average","2013/2014",2014-01-03,"Cumulative",726386
"US_Average","2013/2014",2014-01-03,"Daily",10508
"US_Average","2013/2014",2014-01-02,"Cumulative",715878
"US_Average","2013/2014",2014-01-02,"Daily",11108
"US_Average","2013/2014",2013-12-31,"Cumulative",704770
"US_Average","2013/2014",2013-12-31,"Daily",27140
"US_Average","2013/2014",2013-12-30,"Cumulative",677630
"US_Average","2013/2014",2013-12-30,"Daily",25729
"US_Average","2013/2014",2013-12-27,"Cumulative",651901
"US_Average","2013/2014",2013-12-27,"Daily",9191
"US_Average","2013/2014",2013-12-26,"Cumulative",642710
"US_Average","2013/2014",2013-12-26,"Daily",8192
"US_Average","2013/2014",2013-12-24,"Cumulative",634518
"US_Average","2013/2014",2013-12-24,"Daily",5133
"US_Average","2013/2014",2013-12-23,"Cumulative",629385
"US_Average","2013/2014",2013-12-23,"Daily",4697
"US_Average","2013/2014",2013-12-20,"Cumulative",624688
"US_Average","2013/2014",2013-12-20,"Daily",18791
"US_Average","2013/2014",2013-12-19,"Cumulative",605897
"US_Average","2013/2014",2013-12-19,"Daily",31260
"US_Average","2013/2014",2013-12-18,"Cumulative",574637
"US_Average","2013/2014",2013-12-18,"Daily",9963
"US_Average","2013/2014",2013-12-17,"Cumulative",564674
"US_Average","2013/2014",2013-12-17,"Daily",21110
"US_Average","2013/2014",2013-12-16,"Cumulative",543564
"US_Average","2013/2014",2013-12-16,"Daily",14160
"US_Average","2013/2014",2013-12-13,"Cumulative",529404
"US_Average","2013/2014",2013-12-13,"Daily",25362
"US_Average","2013/2014",2013-12-12,"Cumulative",504042
"US_Average","2013/2014",2013-12-12,"Daily",51764
"US_Average","2013/2014",2013-12-11,"Cumulative",452278
"US_Average","2013/2014",2013-12-11,"Daily",14869
"US_Average","2013/2014",2013-12-10,"Cumulative",437409
"US_Average","2013/2014",2013-12-10,"Daily",24315
"US_Average","2013/2014",2013-12-09,"Cumulative",413094
"US_Average","2013/2014",2013-12-09,"Daily",21167
"US_Average","2013/2014",2013-12-06,"Cumulative",391927
"US_Average","2013/2014",2013-12-06,"Daily",34577
"US_Average","2013/2014",2013-12-05,"Cumulative",357350
"US_Average","2013/2014",2013-12-05,"Daily",18898
"US_Average","2013/2014",2013-12-04,"Cumulative",338452
"US_Average","2013/2014",2013-12-04,"Daily",30597
"US_Average","2013/2014",2013-12-03,"Cumulative",307855
"US_Average","2013/2014",2013-12-03,"Daily",21510
"US_Average","2013/2014",2013-12-02,"Cumulative",286345
"US_Average","2013/2014",2013-12-02,"Daily",14892
"US_Average","2013/2014",2013-11-29,"Cumulative",271453
"US_Average","2013/2014",2013-11-29,"Daily",6306
"US_Average","2013/2014",2013-11-27,"Cumulative",265147
"US_Average","2013/2014",2013-11-27,"Daily",11724
"US_Average","2013/2014",2013-11-26,"Cumulative",253423
"US_Average","2013/2014",2013-11-26,"Daily",18572
"US_Average","2013/2014",2013-11-25,"Cumulative",234851
"US_Average","2013/2014",2013-11-25,"Daily",10630
"US_Average","2013/2014",2013-11-22,"Cumulative",224221
"US_Average","2013/2014",2013-11-22,"Daily",3912
"US_Average","2013/2014",2013-11-21,"Cumulative",220309
"US_Average","2013/2014",2013-11-21,"Daily",9641
"US_Average","2013/2014",2013-11-20,"Cumulative",210668
"US_Average","2013/2014",2013-11-20,"Daily",16583
"US_Average","2013/2014",2013-11-19,"Cumulative",194085
"US_Average","2013/2014",2013-11-19,"Daily",8766
"US_Average","2013/2014",2013-11-18,"Cumulative",185319
"US_Average","2013/2014",2013-11-18,"Daily",5228
"US_Average","2013/2014",2013-11-15,"Cumulative",180091
"US_Average","2013/2014",2013-11-15,"Daily",4618
"US_Average","2013/2014",2013-11-14,"Cumulative",175473
"US_Average","2013/2014",2013-11-14,"Daily",4265
"US_Average","2013/2014",2013-11-13,"Cumulative",171208
"US_Average","2013/2014",2013-11-13,"Daily",13945
"US_Average","2013/2014",2013-11-12,"Cumulative",157263
"US_Average","2013/2014",2013-11-12,"Daily",11679
"US_Average","2013/2014",2013-11-11,"Cumulative",145584
"US_Average","2013/2014",2013-11-11,"Daily",9874
"US_Average","2013/2014",2013-11-08,"Cumulative",135710
"US_Average","2013/2014",2013-11-08,"Daily",8485
"US_Average","2013/2014",2013-11-07,"Cumulative",127225
"US_Average","2013/2014",2013-11-07,"Daily",4652
"US_Average","2013/2014",2013-11-06,"Cumulative",122573
"US_Average","2013/2014",2013-11-06,"Daily",16221
"US_Average","2013/2014",2013-11-05,"Cumulative",106352
"US_Average","2013/2014",2013-11-05,"Daily",7379
"US_Average","2013/2014",2013-11-04,"Cumulative",98973
"US_Average","2013/2014",2013-11-04,"Daily",7387
"US_Average","2013/2014",2013-11-01,"Cumulative",91586
"US_Average","2013/2014",2013-11-01,"Daily",10237
"US_Average","2013/2014",2013-10-31,"Cumulative",81349
"US_Average","2013/2014",2013-10-31,"Daily",960
"US_Average","2013/2014",2013-10-30,"Cumulative",80389
"US_Average","2013/2014",2013-10-30,"Daily",5649
"US_Average","2013/2014",2013-10-29,"Cumulative",74740
"US_Average","2013/2014",2013-10-29,"Daily",4323
"US_Average","2013/2014",2013-10-28,"Cumulative",70417
"US_Average","2013/2014",2013-10-28,"Daily",3382
"US_Average","2013/2014",2013-10-25,"Cumulative",67035
"US_Average","2013/2014",2013-10-25,"Daily",3324
"US_Average","2013/2014",2013-10-24,"Cumulative",63711
"US_Average","2013/2014",2013-10-24,"Daily",2197
"US_Average","2013/2014",2013-10-23,"Cumulative",61514
"US_Average","2013/2014",2013-10-23,"Daily",2284
"US_Average","2013/2014",2013-10-22,"Cumulative",59230
"US_Average","2013/2014",2013-10-22,"Daily",3694
"US_Average","2013/2014",2013-10-21,"Cumulative",55536
"US_Average","2013/2014",2013-10-21,"Daily",2873
"US_Average","2013/2014",2013-10-18,"Cumulative",52663
"US_Average","2013/2014",2013-10-18,"Daily",3035
"US_Average","2013/2014",2013-10-17,"Cumulative",49628
"US_Average","2013/2014",2013-10-17,"Daily",3164
"US_Average","2013/2014",2013-09-30,"Cumulative",46464
"US_Average","2013/2014",2013-09-30,"Daily",814
"US_Average","2013/2014",2013-09-27,"Cumulative",45650
"US_Average","2013/2014",2013-09-27,"Daily",1866
"US_Average","2013/2014",2013-09-26,"Cumulative",43784
"US_Average","2013/2014",2013-09-26,"Daily",1803
"US_Average","2013/2014",2013-09-25,"Cumulative",41981
"US_Average","2013/2014",2013-09-25,"Daily",3424
"US_Average","2013/2014",2013-09-24,"Cumulative",38557
"US_Average","2013/2014",2013-09-24,"Daily",792
"US_Average","2013/2014",2013-09-23,"Cumulative",37765
"US_Average","2013/2014",2013-09-23,"Daily",0
"US_Average","2013/2014",2013-09-20,"Cumulative",37765
"US_Average","2013/2014",2013-09-20,"Daily",762
"US_Average","2013/2014",2013-09-19,"Cumulative",37003
"US_Average","2013/2014",2013-09-19,"Daily",1719
"US_Average","2013/2014",2013-09-18,"Cumulative",35284
"US_Average","2013/2014",2013-09-18,"Daily",3046
"US_Average","2013/2014",2013-09-17,"Cumulative",32238
"US_Average","2013/2014",2013-09-17,"Daily",2037
"US_Average","2013/2014",2013-09-16,"Cumulative",30201
"US_Average","2013/2014",2013-09-16,"Daily",67
"US_Average","2013/2014",2013-09-13,"Cumulative",30134
"US_Average","2013/2014",2013-09-13,"Daily",157
"US_Average","2013/2014",2013-09-12,"Cumulative",29977
"US_Average","2013/2014",2013-09-12,"Daily",529
"US_Average","2013/2014",2013-09-11,"Cumulative",29448
"US_Average","2013/2014",2013-09-11,"Daily",1674
"US_Average","2013/2014",2013-09-10,"Cumulative",27774
"US_Average","2013/2014",2013-09-10,"Daily",1843
"US_Average","2013/2014",2013-09-09,"Cumulative",25931
"US_Average","2013/2014",2013-09-09,"Daily",1718
"US_Average","2013/2014",2013-09-06,"Cumulative",24213
"US_Average","2013/2014",2013-09-06,"Daily",1510
"US_Average","2013/2014",2013-09-05,"Cumulative",22703
"US_Average","2013/2014",2013-09-05,"Daily",1291
"US_Average","2013/2014",2013-09-04,"Cumulative",21412
"US_Average","2013/2014",2013-09-04,"Daily",364
"US_Average","2013/2014",2013-09-03,"Cumulative",21048
"US_Average","2013/2014",2013-09-03,"Daily",650
"US_Average","2013/2014",2013-08-30,"Cumulative",20398
"US_Average","2013/2014",2013-08-30,"Daily",2039
"US_Average","2013/2014",2013-08-29,"Cumulative",18359
"US_Average","2013/2014",2013-08-29,"Daily",146
"US_Average","2013/2014",2013-08-28,"Cumulative",18213
"US_Average","2013/2014",2013-08-28,"Daily",0
"US_Average","2013/2014",2013-08-27,"Cumulative",18213
"US_Average","2013/2014",2013-08-27,"Daily",0
"US_Average","2013/2014",2013-08-26,"Cumulative",18213
"US_Average","2013/2014",2013-08-26,"Daily",2815
"US_Average","2013/2014",2013-08-23,"Cumulative",15398
"US_Average","2013/2014",2013-08-23,"Daily",1977
"US_Average","2013/2014",2013-08-22,"Cumulative",13421
"US_Average","2013/2014",2013-08-22,"Daily",2775
"US_Average","2013/2014",2013-08-21,"Cumulative",10646
"US_Average","2013/2014",2013-08-21,"Daily",2775
"US_Average","2013/2014",2013-08-20,"Cumulative",7871
"US_Average","2013/2014",2013-08-20,"Daily",410
"US_Average","2013/2014",2013-08-19,"Cumulative",7461
"US_Average","2013/2014",2013-08-19,"Daily",512
"US_Average","2013/2014",2013-08-16,"Cumulative",6949
"US_Average","2013/2014",2013-08-16,"Daily",386
"US_Average","2013/2014",2013-08-15,"Cumulative",6563
"US_Average","2013/2014",2013-08-15,"Daily",603
"US_Average","2013/2014",2013-08-14,"Cumulative",5960
"US_Average","2013/2014",2013-08-14,"Daily",106
"US_Average","2013/2014",2013-08-13,"Cumulative",5854
"US_Average","2013/2014",2013-08-13,"Daily",136
"US_Average","2013/2014",2013-08-12,"Cumulative",5718
"US_Average","2013/2014",2013-08-12,"Daily",322
"US_Average","2013/2014",2013-08-09,"Cumulative",5396
"US_Average","2013/2014",2013-08-09,"Daily",21
"US_Average","2013/2014",2013-08-08,"Cumulative",5375
"US_Average","2013/2014",2013-08-08,"Daily",59
"US_Average","2013/2014",2013-08-07,"Cumulative",5316
"US_Average","2013/2014",2013-08-07,"Daily",2898
"US_Average","2013/2014",2013-08-06,"Cumulative",2418
"US_Average","2013/2014",2013-08-06,"Daily",879
"US_Average","2013/2014",2013-08-05,"Cumulative",1539
"US_Average","2013/2014",2013-08-05,"Daily",156
"US_Average","2013/2014",2013-08-02,"Cumulative",1383
"US_Average","2013/2014",2013-08-02,"Daily",782
"US_Average","2013/2014",2013-08-01,"Cumulative",601
"US_Average","2013/2014",2013-08-01,"Daily",601
"US_Average","2012/2013",2013-07-31,"Cumulative",1677371
"US_Average","2012/2013",2013-07-31,"Daily",353
"US_Average","2012/2013",2013-07-30,"Cumulative",1677018
"US_Average","2012/2013",2013-07-30,"Daily",14
"US_Average","2012/2013",2013-07-29,"Cumulative",1677004
"US_Average","2012/2013",2013-07-29,"Daily",1956
"US_Average","2012/2013",2013-07-26,"Cumulative",1675048
"US_Average","2012/2013",2013-07-26,"Daily",355
"US_Average","2012/2013",2013-07-25,"Cumulative",1674693
"US_Average","2012/2013",2013-07-25,"Daily",88
"US_Average","2012/2013",2013-07-24,"Cumulative",1674605
"US_Average","2012/2013",2013-07-24,"Daily",398
"US_Average","2012/2013",2013-07-23,"Cumulative",1674207
"US_Average","2012/2013",2013-07-23,"Daily",968
"US_Average","2012/2013",2013-07-22,"Cumulative",1673239
"US_Average","2012/2013",2013-07-22,"Daily",751
"US_Average","2012/2013",2013-07-19,"Cumulative",1672488
"US_Average","2012/2013",2013-07-19,"Daily",1400
"US_Average","2012/2013",2013-07-18,"Cumulative",1671088
"US_Average","2012/2013",2013-07-18,"Daily",671
"US_Average","2012/2013",2013-07-17,"Cumulative",1670417
"US_Average","2012/2013",2013-07-17,"Daily",958
"US_Average","2012/2013",2013-07-16,"Cumulative",1669459
"US_Average","2012/2013",2013-07-16,"Daily",88
"US_Average","2012/2013",2013-07-15,"Cumulative",1669371
"US_Average","2012/2013",2013-07-15,"Daily",1056
"US_Average","2012/2013",2013-07-12,"Cumulative",1668315
"US_Average","2012/2013",2013-07-12,"Daily",0
"US_Average","2012/2013",2013-07-11,"Cumulative",1668315
"US_Average","2012/2013",2013-07-11,"Daily",15
"US_Average","2012/2013",2013-07-10,"Cumulative",1668300
"US_Average","2012/2013",2013-07-10,"Daily",965
"US_Average","2012/2013",2013-07-09,"Cumulative",1667335
"US_Average","2012/2013",2013-07-09,"Daily",0
"US_Average","2012/2013",2013-07-08,"Cumulative",1667335
"US_Average","2012/2013",2013-07-08,"Daily",440
"US_Average","2012/2013",2013-07-05,"Cumulative",1666895
"US_Average","2012/2013",2013-07-05,"Daily",111
"US_Average","2012/2013",2013-07-03,"Cumulative",1666784
"US_Average","2012/2013",2013-07-03,"Daily",111
"US_Average","2012/2013",2013-07-02,"Cumulative",1666673
"US_Average","2012/2013",2013-07-02,"Daily",850
"US_Average","2012/2013",2013-07-01,"Cumulative",1665823
"US_Average","2012/2013",2013-07-01,"Daily",134
"US_Average","2012/2013",2013-06-28,"Cumulative",1665689
"US_Average","2012/2013",2013-06-28,"Daily",1320
"US_Average","2012/2013",2013-06-27,"Cumulative",1664369
"US_Average","2012/2013",2013-06-27,"Daily",2832
"US_Average","2012/2013",2013-06-25,"Cumulative",1661537
"US_Average","2012/2013",2013-06-25,"Daily",1223
"US_Average","2012/2013",2013-06-24,"Cumulative",1660314
"US_Average","2012/2013",2013-06-24,"Daily",1753
"US_Average","2012/2013",2013-06-21,"Cumulative",1658561
"US_Average","2012/2013",2013-06-21,"Daily",0
"US_Average","2012/2013",2013-06-20,"Cumulative",1658561
"US_Average","2012/2013",2013-06-20,"Daily",2111
"US_Average","2012/2013",2013-06-19,"Cumulative",1656450
"US_Average","2012/2013",2013-06-19,"Daily",0
"US_Average","2012/2013",2013-06-18,"Cumulative",1656450
"US_Average","2012/2013",2013-06-18,"Daily",0
"US_Average","2012/2013",2013-06-17,"Cumulative",1656450
"US_Average","2012/2013",2013-06-17,"Daily",3750
"US_Average","2012/2013",2013-06-14,"Cumulative",1652700
"US_Average","2012/2013",2013-06-14,"Daily",2165
"US_Average","2012/2013",2013-06-13,"Cumulative",1650535
"US_Average","2012/2013",2013-06-13,"Daily",0
"US_Average","2012/2013",2013-06-12,"Cumulative",1650535
