ANO;Municipio;Regiao;V1;V2;V3;V4;V5;V6;V7
2016;Matelândia;41009_9ª RS Foz do Iguaçu;186.3;4;1;0;22;13;0
2017;Matelândia;41009_9ª RS Foz do Iguaçu;217.6;6;4;2;27;23;1
2013;Medianeira;41009_9ª RS Foz do Iguaçu;195.9;7;1;2;40;3;2
2014;Medianeira;41009_9ª RS Foz do Iguaçu;197.3;17;0;4;48;25;3
2015;Medianeira;41009_9ª RS Foz do Iguaçu;228.4;3;1;5;65;12;5
2016;Medianeira;41009_9ª RS Foz do Iguaçu;261.4;4;2;1;71;15;9
2017;Medianeira;41009_9ª RS Foz do Iguaçu;293.8;13;2;1;51;34;8
2013;Missal;41009_9ª RS Foz do Iguaçu;145.3;0;0;1;14;5;0
2014;Missal;41009_9ª RS Foz do Iguaçu;150.4;0;0;0;19;9;1
2015;Missal;41009_9ª RS Foz do Iguaçu;158.7;2;2;2;21;6;3
2016;Missal;41009_9ª RS Foz do Iguaçu;220.5;0;0;1;17;4;0
2017;Missal;41009_9ª RS Foz do Iguaçu;277.3;2;1;0;18;15;0
2013;Ramilândia;41009_9ª RS Foz do Iguaçu;60.2;1;1;2;1;0;0
2014;Ramilândia;41009_9ª RS Foz do Iguaçu;62.2;0;0;0;3;0;1
2015;Ramilândia;41009_9ª RS Foz do Iguaçu;49.8;1;1;0;3;2;0
2016;Ramilândia;41009_9ª RS Foz do Iguaçu;55;0;0;0;4;3;0
2017;Ramilândia;41009_9ª RS Foz do Iguaçu;68.7;0;0;0;3;6;0
2013;Santa Terezinha de Itaipu;41009_9ª RS Foz do Iguaçu;221.6;1;0;1;28;0;5
2014;Santa Terezinha de Itaipu;41009_9ª RS Foz do Iguaçu;219.2;0;0;1;22;3;0
2015;Santa Terezinha de Itaipu;41009_9ª RS Foz do Iguaçu;188.8;2;1;2;23;16;3
2016;Santa Terezinha de Itaipu;41009_9ª RS Foz do Iguaçu;231.7;2;2;1;36;15;1
2017;Santa Terezinha de Itaipu;41009_9ª RS Foz do Iguaçu;297.8;2;2;0;25;10;1
2013;São Miguel do Iguaçu;41009_9ª RS Foz do Iguaçu;728.2;2;0;2;33;26;2
2014;São Miguel do Iguaçu;41009_9ª RS Foz do Iguaçu;570.1;3;1;1;30;13;4
2015;São Miguel do Iguaçu;41009_9ª RS Foz do Iguaçu;579.2;4;1;1;33;10;1
2016;São Miguel do Iguaçu;41009_9ª RS Foz do Iguaçu;765.2;5;2;4;27;21;4
2017;São Miguel do Iguaçu;41009_9ª RS Foz do Iguaçu;931.9;1;1;1;34;21;1
2013;Serranópolis do Iguaçu;41009_9ª RS Foz do Iguaçu;155.2;0;0;0;9;2;2
2014;Serranópolis do Iguaçu;41009_9ª RS Foz do Iguaçu;107.9;0;0;0;8;5;1
2015;Serranópolis do Iguaçu;41009_9ª RS Foz do Iguaçu;98.9;1;0;0;8;2;0
2016;Serranópolis do Iguaçu;41009_9ª RS Foz do Iguaçu;160.3;2;2;2;8;2;0
2017;Serranópolis do Iguaçu;41009_9ª RS Foz do Iguaçu;223.2;3;3;0;13;0;0
2013;Anahy;41010_10ª RS Cascavel;104.9;2;2;0;5;1;0
2014;Anahy;41010_10ª RS Cascavel;96.3;1;1;0;8;0;0
2015;Anahy;41010_10ª RS Cascavel;88.4;8;2;0;7;5;0
2016;Anahy;41010_10ª RS Cascavel;51.3;1;1;0;5;3;0
2017;Anahy;41010_10ª RS Cascavel;70.7;1;0;0;3;6;0
2013;Boa Vista da Aparecida;41010_10ª RS Cascavel;139.5;2;1;0;8;6;3
2014;Boa Vista da Aparecida;41010_10ª RS Cascavel;159;1;1;0;16;6;1
2015;Boa Vista da Aparecida;41010_10ª RS Cascavel;182;2;2;3;13;2;2
2016;Boa Vista da Aparecida;41010_10ª RS Cascavel;77.9;1;0;0;19;2;2
2017;Boa Vista da Aparecida;41010_10ª RS Cascavel;73.5;3;1;1;11;7;3
2013;Braganey;41010_10ª RS Cascavel;945.7;0;0;1;12;0;0
2014;Braganey;41010_10ª RS Cascavel;1305.3;0;0;0;4;2;2
2015;Braganey;41010_10ª RS Cascavel;1471.4;3;0;1;9;1;1
2016;Braganey;41010_10ª RS Cascavel;360.9;0;0;1;8;0;0
2017;Braganey;41010_10ª RS Cascavel;363;1;1;0;6;0;1
2013;Cafelândia;41010_10ª RS Cascavel;509.4;2;2;2;11;5;2
2014;Cafelândia;41010_10ª RS Cascavel;436.5;0;0;1;7;1;0
2015;Cafelândia;41010_10ª RS Cascavel;384.6;1;0;1;14;1;2
2016;Cafelândia;41010_10ª RS Cascavel;469.3;0;0;2;10;2;0
2017;Cafelândia;41010_10ª RS Cascavel;489.4;0;0;3;11;4;2
2013;Campo Bonito;41010_10ª RS Cascavel;679.2;1;1;0;6;0;1
2014;Campo Bonito;41010_10ª RS Cascavel;701.3;0;0;0;10;0;0
2015;Campo Bonito;41010_10ª RS Cascavel;488.1;3;2;3;7;0;0
2016;Campo Bonito;41010_10ª RS Cascavel;237.5;0;0;0;9;4;0
2017;Campo Bonito;41010_10ª RS Cascavel;229.2;1;1;0;6;4;0
2013;Capitão Leônidas Marques;41010_10ª RS Cascavel;523;1;0;0;23;0;0
2014;Capitão Leônidas Marques;41010_10ª RS Cascavel;490.1;1;1;2;17;0;2
2015;Capitão Leônidas Marques;41010_10ª RS Cascavel;562.3;2;2;1;16;2;1
2016;Capitão Leônidas Marques;41010_10ª RS Cascavel;148.9;0;0;1;19;1;2
2017;Capitão Leônidas Marques;41010_10ª RS Cascavel;185.8;0;0;1;19;0;2
2013;Cascavel;41010_10ª RS Cascavel;3692.1;58;14;19;294;110;15
2014;Cascavel;41010_10ª RS Cascavel;3631.2;45;17;19;377;155;19
2015;Cascavel;41010_10ª RS Cascavel;4060.4;110;14;22;388;276;25
2016;Cascavel;41010_10ª RS Cascavel;1962.2;32;15;20;384;272;19
2017;Cascavel;41010_10ª RS Cascavel;1891.9;21;8;23;374;370;17
2013;Catanduvas;41010_10ª RS Cascavel;482;2;1;0;13;0;2
2014;Catanduvas;41010_10ª RS Cascavel;476.4;0;0;3;5;0;0
2015;Catanduvas;41010_10ª RS Cascavel;477.5;0;0;0;9;4;1
2016;Catanduvas;41010_10ª RS Cascavel;315;0;0;1;14;2;1
2017;Catanduvas;41010_10ª RS Cascavel;265.8;2;2;0;9;4;0
2013;Céu Azul;41010_10ª RS Cascavel;569.3;1;1;1;15;2;0
2014;Céu Azul;41010_10ª RS Cascavel;634.2;1;0;1;24;2;0
2015;Céu Azul;41010_10ª RS Cascavel;642.6;3;1;1;17;1;0
2016;Céu Azul;41010_10ª RS Cascavel;466.4;5;2;1;18;1;0
2017;Céu Azul;41010_10ª RS Cascavel;336.1;0;0;0;17;7;2
2013;Corbélia;41010_10ª RS Cascavel;1661.1;2;1;0;29;7;3
2014;Corbélia;41010_10ª RS Cascavel;1603;1;1;1;25;4;0
2015;Corbélia;41010_10ª RS Cascavel;1673.4;3;2;2;24;3;2
2016;Corbélia;41010_10ª RS Cascavel;740.1;3;2;1;23;8;0
2017;Corbélia;41010_10ª RS Cascavel;805.1;1;1;0;27;7;2
2013;Diamante do Sul;41010_10ª RS Cascavel;16.1;0;0;0;6;3;0
2014;Diamante do Sul;41010_10ª RS Cascavel;23.6;0;0;0;5;0;0
2015;Diamante do Sul;41010_10ª RS Cascavel;35.6;2;2;0;2;0;1
2016;Diamante do Sul;41010_10ª RS Cascavel;31.2;0;0;0;3;1;0
2017;Diamante do Sul;41010_10ª RS Cascavel;29.1;0;0;0;5;1;0
2013;Espigão Alto do Iguaçu;41010_10ª RS Cascavel;240.2;0;0;1;6;0;1
2014;Espigão Alto do Iguaçu;41010_10ª RS Cascavel;278;0;0;0;3;0;0
2015;Espigão Alto do Iguaçu;41010_10ª RS Cascavel;233.3;0;0;0;5;1;0
2016;Espigão Alto do Iguaçu;41010_10ª RS Cascavel;131.3;1;1;0;11;1;1
2017;Espigão Alto do Iguaçu;41010_10ª RS Cascavel;144.9;0;0;0;5;1;2
2013;Formosa do Oeste;41010_10ª RS Cascavel;132.9;0;0;0;15;1;2
2014;Formosa do Oeste;41010_10ª RS Cascavel;139;0;0;0;10;0;1
2015;Formosa do Oeste;41010_10ª RS Cascavel;123.5;0;0;1;14;0;0
2016;Formosa do Oeste;41010_10ª RS Cascavel;115.1;0;0;1;13;0;0
2017;Formosa do Oeste;41010_10ª RS Cascavel;104.6;0;0;0;10;0;1
2013;Guaraniaçu;41010_10ª RS Cascavel;353.6;3;3;0;18;0;3
2014;Guaraniaçu;41010_10ª RS Cascavel;339.7;5;3;1;25;0;0
2015;Guaraniaçu;41010_10ª RS Cascavel;374.8;3;2;0;28;0;1
2016;Guaraniaçu;41010_10ª RS Cascavel;269.7;7;4;1;24;1;0
2017;Guaraniaçu;41010_10ª RS Cascavel;282.9;6;3;0;30;6;3
2013;Ibema;41010_10ª RS Cascavel;233.7;0;0;0;11;0;0
2014;Ibema;41010_10ª RS Cascavel;104.2;1;1;1;9;0;0
2015;Ibema;41010_10ª RS Cascavel;74.7;0;0;1;7;5;0
2016;Ibema;41010_10ª RS Cascavel;97.8;1;0;2;6;6;0
2017;Ibema;41010_10ª RS Cascavel;80.4;2;2;0;12;5;0
2013;Iguatu;41010_10ª RS Cascavel;201.2;0;0;0;3;0;0
2014;Iguatu;41010_10ª RS Cascavel;367.6;1;1;0;3;0;2
2015;Iguatu;41010_10ª RS Cascavel;297.1;1;1;0;5;1;0
2016;Iguatu;41010_10ª RS Cascavel;71;0;0;1;4;0;0
2017;Iguatu;41010_10ª RS Cascavel;79.7;1;1;0;1;1;1
2013;Iracema do Oeste;41010_10ª RS Cascavel;49.4;0;0;0;2;0;0
2014;Iracema do Oeste;41010_10ª RS Cascavel;62.8;0;0;0;2;0;0
2015;Iracema do Oeste;41010_10ª RS Cascavel;59.4;1;1;0;5;0;0
2016;Iracema do Oeste;41010_10ª RS Cascavel;42.2;1;0;0;2;3;0
2017;Iracema do Oeste;41010_10ª RS Cascavel;29.2;1;0;0;3;1;0
2013;Jesuítas;41010_10ª RS Cascavel;157.8;0;0;0;19;0;0
2014;Jesuítas;41010_10ª RS Cascavel;183.6;1;1;1;14;0;0
2015;Jesuítas;41010_10ª RS Cascavel;131.1;0;0;1;16;0;1
2016;Jesuítas;41010_10ª RS Cascavel;103.3;0;0;1;16;0;2
2017;Jesuítas;41010_10ª RS Cascavel;99;0;0;2;20;4;1
2013;Lindoeste;41010_10ª RS Cascavel;318.9;1;0;0;5;0;1
2014;Lindoeste;41010_10ª RS Cascavel;319.2;1;0;0;7;1;0
2015;Lindoeste;41010_10ª RS Cascavel;239.5;3;3;1;8;0;0
2016;Lindoeste;41010_10ª RS Cascavel;138.6;0;0;0;9;1;0
2017;Lindoeste;41010_10ª RS Cascavel;120.4;0;0;0;7;0;0
2013;Nova Aurora;41010_10ª RS Cascavel;389.7;6;4;0;15;0;1
2014;Nova Aurora;41010_10ª RS Cascavel;347;6;1;0;15;1;1
2015;Nova Aurora;41010_10ª RS Cascavel;404.5;3;0;0;18;0;0
2016;Nova Aurora;41010_10ª RS Cascavel;397.1;8;2;0;13;5;0
2017;Nova Aurora;41010_10ª RS Cascavel;303.5;9;0;0;19;8;0
2013;Quedas do Iguaçu;41010_10ª RS Cascavel;359.7;0;0;2;31;2;3
2014;Quedas do Iguaçu;41010_10ª RS Cascavel;446.6;0;0;1;33;2;2
2015;Quedas do Iguaçu;41010_10ª RS Cascavel;526.3;1;1;1;34;7;4
2016;Quedas do Iguaçu;41010_10ª RS Cascavel;271.5;1;0;1;38;3;1
2017;Quedas do Iguaçu;41010_10ª RS Cascavel;265.5;1;0;1;41;8;3
2013;Santa Lúcia;41010_10ª RS Cascavel;260.4;1;1;0;5;0;0
2014;Santa Lúcia;41010_10ª RS Cascavel;194.5;3;3;0;6;0;0
2015;Santa Lúcia;41010_10ª RS Cascavel;258.2;3;3;0;4;0;0
2016;Santa Lúcia;41010_10ª RS Cascavel;87.8;0;0;0;5;1;0
2017;Santa Lúcia;41010_10ª RS Cascavel;93.1;2;2;0;9;2;0
2013;Santa Tereza do Oeste;41010_10ª RS Cascavel;436.6;4;0;1;11;1;0
2014;Santa Tereza do Oeste;41010_10ª RS Cascavel;512.2;5;0;1;10;4;0
2015;Santa Tereza do Oeste;41010_10ª RS Cascavel;462.6;9;2;2;16;3;1
2016;Santa Tereza do Oeste;41010_10ª RS Cascavel;348.8;6;1;3;9;3;0
2017;Santa Tereza do Oeste;41010_10ª RS Cascavel;326.9;0;0;1;10;10;1
2013;Três Barras do Paraná;41010_10ª RS Cascavel;372.4;3;1;0;14;5;2
2014;Três Barras do Paraná;41010_10ª RS Cascavel;531.7;2;1;0;18;6;1
2015;Três Barras do Paraná;41010_10ª RS Cascavel;486.8;2;2;1;12;9;1
2016;Três Barras do Paraná;41010_10ª RS Cascavel;266.6;0;0;0;18;15;1
2017;Três Barras do Paraná;41010_10ª RS Cascavel;277.3;2;2;0;18;49;4
2013;Vera Cruz do Oeste;41010_10ª RS Cascavel;680.8;2;0;0;12;0;4
2014;Vera Cruz do Oeste;41010_10ª RS Cascavel;667;1;0;1;7;0;2
2015;Vera Cruz do Oeste;41010_10ª RS Cascavel;602.3;2;2;2;10;0;0
2016;Vera Cruz do Oeste;41010_10ª RS Cascavel;331.9;1;0;2;15;5;0
2017;Vera Cruz do Oeste;41010_10ª RS Cascavel;332.1;5;2;0;15;3;0
2013;Altamira do Paraná;41011_11ª RS Campo Mourão;30.1;0;0;0;3;0;0
2014;Altamira do Paraná;41011_11ª RS Campo Mourão;45.3;0;0;1;2;0;0
2015;Altamira do Paraná;41011_11ª RS Campo Mourão;32.4;0;0;0;5;1;0
2016;Altamira do Paraná;41011_11ª RS Campo Mourão;31.6;0;0;0;5;1;1
2017;Altamira do Paraná;41011_11ª RS Campo Mourão;34.4;1;0;0;4;1;0
2013;Araruna;41011_11ª RS Campo Mourão;340.4;0;0;1;14;0;3
2014;Araruna;41011_11ª RS Campo Mourão;329.6;0;0;0;14;1;0
2015;Araruna;41011_11ª RS Campo Mourão;370;1;0;2;26;1;2
2016;Araruna;41011_11ª RS Campo Mourão;390.5;1;0;0;11;0;1
2017;Araruna;41011_11ª RS Campo Mourão;429.8;0;0;0;20;3;0
2013;Barbosa Ferraz;41011_11ª RS Campo Mourão;214.8;0;0;0;13;0;0
2014;Barbosa Ferraz;41011_11ª RS Campo Mourão;229.5;3;2;0;24;0;1
2015;Barbosa Ferraz;41011_11ª RS Campo Mourão;239.6;2;1;0;13;4;3
2016;Barbosa Ferraz;41011_11ª RS Campo Mourão;247.5;0;0;1;16;1;2
2017;Barbosa Ferraz;41011_11ª RS Campo Mourão;241.4;0;0;0;18;5;3
2013;Boa Esperança;41011_11ª RS Campo Mourão;406.9;0;0;0;6;0;0
2014;Boa Esperança;41011_11ª RS Campo Mourão;420.7;1;1;0;2;0;0
2015;Boa Esperança;41011_11ª RS Campo Mourão;434;1;1;1;8;1;1
2016;Boa Esperança;41011_11ª RS Campo Mourão;464.8;1;1;0;7;2;2
2017;Boa Esperança;41011_11ª RS Campo Mourão;482.8;1;1;0;9;4;0
2013;Campina da Lagoa;41011_11ª RS Campo Mourão;367.4;0;0;1;15;0;0
2014;Campina da Lagoa;41011_11ª RS Campo Mourão;363.9;0;0;0;17;0;2
2015;Campina da Lagoa;41011_11ª RS Campo Mourão;429.9;0;0;1;13;2;2
2016;Campina da Lagoa;41011_11ª RS Campo Mourão;456.3;1;1;1;15;1;2
2017;Campina da Lagoa;41011_11ª RS Campo Mourão;480.9;1;0;0;25;4;0
2013;Campo Mourão;41011_11ª RS Campo Mourão;652.5;4;0;3;134;0;6
2014;Campo Mourão;41011_11ª RS Campo Mourão;653.7;1;1;7;110;1;4
2015;Campo Mourão;41011_11ª RS Campo Mourão;724.3;2;2;8;137;18;8
2016;Campo Mourão;41011_11ª RS Campo Mourão;800.6;8;1;6;117;37;9
2017;Campo Mourão;41011_11ª RS Campo Mourão;782.5;2;1;12;123;44;8
2013;Corumbataí do Sul;41011_11ª RS Campo Mourão;45;0;0;0;3;0;0
2014;Corumbataí do Sul;41011_11ª RS Campo Mourão;50.7;1;0;0;4;0;1
2015;Corumbataí do Sul;41011_11ª RS Campo Mourão;58.9;0;0;0;3;0;0
2016;Corumbataí do Sul;41011_11ª RS Campo Mourão;60.5;1;0;0;4;0;1
2017;Corumbataí do Sul;41011_11ª RS Campo Mourão;59.4;0;0;0;5;1;0
2013;Engenheiro Beltrão;41011_11ª RS Campo Mourão;357.1;3;3;0;13;0;2
2014;Engenheiro Beltrão;41011_11ª RS Campo Mourão;373.2;2;1;2;9;0;1
2015;Engenheiro Beltrão;41011_11ª RS Campo Mourão;470;0;0;6;21;0;0
2016;Engenheiro Beltrão;41011_11ª RS Campo Mourão;474.9;0;0;1;12;0;2
2017;Engenheiro Beltrão;41011_11ª RS Campo Mourão;509.3;0;0;0;13;0;0
2013;Farol;41011_11ª RS Campo Mourão;269.6;0;0;0;3;0;0
2014;Farol;41011_11ª RS Campo Mourão;261.2;0;0;0;5;1;0
2015;Farol;41011_11ª RS Campo Mourão;340.5;0;0;0;5;1;0
2016;Farol;41011_11ª RS Campo Mourão;375;0;0;0;6;1;0
2017;Farol;41011_11ª RS Campo Mourão;392.8;1;1;0;4;0;1
2013;Fênix;41011_11ª RS Campo Mourão;202.6;1;0;0;5;0;0
2014;Fênix;41011_11ª RS Campo Mourão;201.9;0;0;0;6;0;0
2015;Fênix;41011_11ª RS Campo Mourão;223.3;0;0;0;6;0;0
2016;Fênix;41011_11ª RS Campo Mourão;226.2;0;0;0;11;2;1
2017;Fênix;41011_11ª RS Campo Mourão;220.1;0;0;0;6;1;1
2013;Goioerê;41011_11ª RS Campo Mourão;412.5;2;2;2;31;1;3
2014;Goioerê;41011_11ª RS Campo Mourão;395.9;4;1;3;27;0;2
2015;Goioerê;41011_11ª RS Campo Mourão;479.4;0;0;2;33;0;5
2016;Goioerê;41011_11ª RS Campo Mourão;408.2;1;0;2;32;2;4
2017;Goioerê;41011_11ª RS Campo Mourão;447.7;7;1;2;33;3;2
2013;Iretama;41011_11ª RS Campo Mourão;138.2;7;0;1;9;0;0
2014;Iretama;41011_11ª RS Campo Mourão;144.7;0;0;0;10;0;2
2015;Iretama;41011_11ª RS Campo Mourão;169.3;0;0;1;8;0;2
2016;Iretama;41011_11ª RS Campo Mourão;176.6;0;0;0;18;0;0
2017;Iretama;41011_11ª RS Campo Mourão;173.2;2;1;0;21;11;2
2013;Janiópolis;41011_11ª RS Campo Mourão;318.5;0;0;0;10;0;1
2014;Janiópolis;41011_11ª RS Campo Mourão;317.1;0;0;0;11;0;0
2015;Janiópolis;41011_11ª RS Campo Mourão;330.3;1;0;0;8;0;0
2016;Janiópolis;41011_11ª RS Campo Mourão;341.3;0;0;0;14;0;0
2017;Janiópolis;41011_11ª RS Campo Mourão;366.9;1;1;0;3;2;1
2013;Juranda;41011_11ª RS Campo Mourão;452.2;0;0;1;11;0;1
2014;Juranda;41011_11ª RS Campo Mourão;452.7;0;0;0;12;0;0
2015;Juranda;41011_11ª RS Campo Mourão;460.6;0;0;2;7;0;0
2016;Juranda;41011_11ª RS Campo Mourão;433.4;2;1;2;10;0;1
2017;Juranda;41011_11ª RS Campo Mourão;444.2;1;0;0;11;1;2
2013;Luiziana;41011_11ª RS Campo Mourão;704.4;0;0;0;7;0;1
2014;Luiziana;41011_11ª RS Campo Mourão;665.8;0;0;2;11;1;1
2015;Luiziana;41011_11ª RS Campo Mourão;789.7;3;2;1;14;0;0
2016;Luiziana;41011_11ª RS Campo Mourão;836;1;1;0;14;4;2
2017;Luiziana;41011_11ª RS Campo Mourão;842.4;0;0;2;7;4;0
2013;Mamborê;41011_11ª RS Campo Mourão;885.4;1;0;1;16;1;1
2014;Mamborê;41011_11ª RS Campo Mourão;841.7;3;2;0;15;1;0
2015;Mamborê;41011_11ª RS Campo Mourão;961.9;5;5;2;13;2;1
2016;Mamborê;41011_11ª RS Campo Mourão;1042.4;1;1;0;23;1;2
2017;Mamborê;41011_11ª RS Campo Mourão;1099.2;0;0;1;21;1;0
2013;Moreira Sales;41011_11ª RS Campo Mourão;268.6;1;0;2;16;0;0
2014;Moreira Sales;41011_11ª RS Campo Mourão;284.8;0;0;0;16;0;0
2015;Moreira Sales;41011_11ª RS Campo Mourão;313.3;2;2;1;15;0;1
2016;Moreira Sales;41011_11ª RS Campo Mourão;301.7;2;1;0;22;2;2
2017;Moreira Sales;41011_11ª RS Campo Mourão;294.8;2;0;0;20;2;0
2013;Nova Cantu;41011_11ª RS Campo Mourão;168.7;0;0;0;7;0;0
2014;Nova Cantu;41011_11ª RS Campo Mourão;154.1;0;0;0;11;0;0
2015;Nova Cantu;41011_11ª RS Campo Mourão;157;0;0;0;10;0;1
2016;Nova Cantu;41011_11ª RS Campo Mourão;201.1;0;0;0;9;0;1
2017;Nova Cantu;41011_11ª RS Campo Mourão;240.5;0;0;0;15;3;1
2013;Peabiru;41011_11ª RS Campo Mourão;380.9;2;2;0;16;0;1
2014;Peabiru;41011_11ª RS Campo Mourão;401.3;2;1;2;12;0;1
2015;Peabiru;41011_11ª RS Campo Mourão;469.3;2;2;1;26;5;1
2016;Peabiru;41011_11ª RS Campo Mourão;489.2;3;1;1;24;5;2
2017;Peabiru;41011_11ª RS Campo Mourão;535.2;0;0;0;20;15;1
2013;Quarto Centenário;41011_11ª RS Campo Mourão;412.1;0;0;0;7;0;0
2014;Quarto Centenário;41011_11ª RS Campo Mourão;417.2;0;0;0;7;0;0
2015;Quarto Centenário;41011_11ª RS Campo Mourão;447.9;0;0;0;7;0;1
2016;Quarto Centenário;41011_11ª RS Campo Mourão;418.1;0;0;0;7;0;0
2017;Quarto Centenário;41011_11ª RS Campo Mourão;428.2;1;0;0;5;10;0
2013;Quinta do Sol;41011_11ª RS Campo Mourão;251.4;0;0;0;7;0;1
2014;Quinta do Sol;41011_11ª RS Campo Mourão;304.7;2;1;0;9;0;0
2015;Quinta do Sol;41011_11ª RS Campo Mourão;324.6;1;0;1;4;4;0
2016;Quinta do Sol;41011_11ª RS Campo Mourão;363.4;0;0;0;4;0;0
2017;Quinta do Sol;41011_11ª RS Campo Mourão;394.7;0;0;0;4;1;0
2013;Rancho Alegre D'Oeste;41011_11ª RS Campo Mourão;305.4;0;0;0;1;0;0
2014;Rancho Alegre D'Oeste;41011_11ª RS Campo Mourão;310.9;0;0;0;4;0;0
2015;Rancho Alegre D'Oeste;41011_11ª RS Campo Mourão;327.5;0;0;0;5;0;0
2016;Rancho Alegre D'Oeste;41011_11ª RS Campo Mourão;359.8;0;0;1;3;0;0
2017;Rancho Alegre D'Oeste;41011_11ª RS Campo Mourão;330.5;0;0;0;5;0;1
2013;Roncador;41011_11ª RS Campo Mourão;305.6;0;0;0;18;0;0
2014;Roncador;41011_11ª RS Campo Mourão;301.4;0;0;1;17;0;0
2015;Roncador;41011_11ª RS Campo Mourão;403.8;2;1;1;13;0;0
2016;Roncador;41011_11ª RS Campo Mourão;426.1;0;0;0;14;0;0
2017;Roncador;41011_11ª RS Campo Mourão;410.1;2;1;1;9;4;1
2013;Terra Boa;41011_11ª RS Campo Mourão;193.7;6;3;0;11;6;1
2014;Terra Boa;41011_11ª RS Campo Mourão;208.7;41;2;4;24;2;1
2015;Terra Boa;41011_11ª RS Campo Mourão;204.1;6;0;0;23;7;0
2016;Terra Boa;41011_11ª RS Campo Mourão;203.7;1;0;0;30;3;0
2017;Terra Boa;41011_11ª RS Campo Mourão;249.2;0;0;2;26;10;1
2013;Ubiratã;41011_11ª RS Campo Mourão;533.9;0;0;2;25;3;3
2014;Ubiratã;41011_11ª RS Campo Mourão;550.2;1;1;1;27;5;4
2015;Ubiratã;41011_11ª RS Campo Mourão;608.6;2;1;1;22;5;3
2016;Ubiratã;41011_11ª RS Campo Mourão;656.5;1;1;1;34;6;1
2017;Ubiratã;41011_11ª RS Campo Mourão;542.7;3;1;2;30;7;0
2013;Alto Paraíso;41012_12ª RS Umuarama;34.2;0;0;0;5;0;0
2014;Alto Paraíso;41012_12ª RS Umuarama;48.4;0;0;0;1;0;1
2015;Alto Paraíso;41012_12ª RS Umuarama;27.8;1;0;0;0;0;0
2016;Alto Paraíso;41012_12ª RS Umuarama;32.9;0;0;0;2;0;0
2017;Alto Paraíso;41012_12ª RS Umuarama;38.9;1;1;0;4;0;0
2013;Alto Piquiri;41012_12ª RS Umuarama;704.4;1;0;1;8;0;0
2014;Alto Piquiri;41012_12ª RS Umuarama;854.6;1;1;1;9;0;1
2015;Alto Piquiri;41012_12ª RS Umuarama;785.3;0;0;0;22;0;0
2016;Alto Piquiri;41012_12ª RS Umuarama;588.8;0;0;1;15;0;1
2017;Alto Piquiri;41012_12ª RS Umuarama;665.1;3;0;0;14;0;0
2013;Altônia;41012_12ª RS Umuarama;156.1;1;0;2;21;0;1
2014;Altônia;41012_12ª RS Umuarama;133.7;0;0;1;18;0;1
2015;Altônia;41012_12ª RS Umuarama;155.4;0;0;1;23;1;1
2016;Altônia;41012_12ª RS Umuarama;100;0;0;2;34;0;0
2017;Altônia;41012_12ª RS Umuarama;113.3;0;0;2;18;2;1
2013;Brasilândia do Sul;41012_12ª RS Umuarama;753.2;0;0;0;6;0;0
2014;Brasilândia do Sul;41012_12ª RS Umuarama;770;0;0;0;8;0;0
2015;Brasilândia do Sul;41012_12ª RS Umuarama;747.1;0;0;0;3;0;0
2016;Brasilândia do Sul;41012_12ª RS Umuarama;532.2;0;0;0;6;0;1
2017;Brasilândia do Sul;41012_12ª RS Umuarama;479.6;0;0;0;3;0;1
2013;Cafezal do Sul;41012_12ª RS Umuarama;99.7;0;0;0;4;0;0
2014;Cafezal do Sul;41012_12ª RS Umuarama;94.1;0;0;0;6;1;0
2015;Cafezal do Sul;41012_12ª RS Umuarama;70.1;0;0;0;2;0;0
2016;Cafezal do Sul;41012_12ª RS Umuarama;125.7;1;1;0;6;2;1
2017;Cafezal do Sul;41012_12ª RS Umuarama;124.6;1;0;0;4;1;0
2013;Cruzeiro do Oeste;41012_12ª RS Umuarama;121.7;0;0;0;21;1;4
2014;Cruzeiro do Oeste;41012_12ª RS Umuarama;135.6;1;0;2;25;1;1
2015;Cruzeiro do Oeste;41012_12ª RS Umuarama;129.8;4;3;3;24;10;1
2016;Cruzeiro do Oeste;41012_12ª RS Umuarama;202.8;6;0;0;32;7;2
2017;Cruzeiro do Oeste;41012_12ª RS Umuarama;260.8;5;3;2;26;10;0
2013;Douradina;41012_12ª RS Umuarama;48.1;3;0;2;12;2;0
2014;Douradina;41012_12ª RS Umuarama;82.7;1;1;0;7;1;0
2015;Douradina;41012_12ª RS Umuarama;65.5;2;1;0;8;4;1
2016;Douradina;41012_12ª RS Umuarama;57;1;1;1;10;3;0
2017;Douradina;41012_12ª RS Umuarama;48.3;1;1;0;6;4;2
2013;Esperança Nova;41012_12ª RS Umuarama;8.9;0;0;0;4;0;0
2014;Esperança Nova;41012_12ª RS Umuarama;13.7;0;0;2;1;0;0
2015;Esperança Nova;41012_12ª RS Umuarama;11.1;0;0;0;3;0;1
2016;Esperança Nova;41012_12ª RS Umuarama;35.7;0;0;0;1;0;0
2017;Esperança Nova;41012_12ª RS Umuarama;28;0;0;0;4;0;0
2013;Francisco Alves;41012_12ª RS Umuarama;1032.9;0;0;0;11;1;0
2014;Francisco Alves;41012_12ª RS Umuarama;919.6;0;0;1;7;0;0
2015;Francisco Alves;41012_12ª RS Umuarama;515.8;0;0;1;12;0;0
2016;Francisco Alves;41012_12ª RS Umuarama;296.5;0;0;1;9;1;1
2017;Francisco Alves;41012_12ª RS Umuarama;306.8;0;0;0;4;3;0
